Player ID,Sessions Played,Avg Session Duration (mins),Total Hours Played,Engagement Score,Spending (USD),New Player,Game Mode,Device Used
PLAYER3824,94.0,107.78779247151706,331.6402311945786,2.275487159195926,181.99920245002846,No,BATTLE ROYALE,Mobile 
Playexxr2705,43.0,118.37797007790051,331.6402311945786,9.968436679327166,181.99920245002846,no,BATTLE ROYALE,
Playexxr6918,62.0,87.30476699263005,331.6402311945786,9.968436679327166,223.54175267941324,Yes ,Adventure,mobile
PLAYER9266,55.0,84.19828728229781,331.6402311945786,2.087269006275612,181.99920245002846,no,Strategy,PC 
Player9447 ,27.0,17.228182172788628,331.6402311945786,9.580326441381995,181.99920245002846,Yxxes,Straxxtegy,Pc1
Player4654,32.0,59.62342205846761,331.6402311945786,9.580326441381995,185.451149778824,Yxxes,BATTLEROYALE,CONSOLE
Player4407,28.0,,,,181.99920245002846,,BattleRoyale ,CONSOLE
Playexxr7320,98.0,110.48185872166594,308.6157798613017,2.52152193878086,181.99920245002846,Yes ,Strategy,PC1 
player2705,11.0,110.48185872166594,49.85882562172447,2.52152193878086,301.562090508197,No,battleroyale,PxxC1
Player3673 ,19.0,110.48185872166594,49.85882562172447,2.52152193878086,222.9135875245623,No,Adventure,Console 
PLAYER8457,96.0,91.10220716529084,49.85882562172447,2.52152193878086,181.99920245002846,Yxxes,Adventure,PxxC1
Player8074 ,48.0,16.963837076603834,49.85882562172447,9.248290174291816,3.2995723807864863,yes,Battlexx Royale,mobile
Playexxr7320,46.0,87.29485788227419,49.85882562172447,5.706797365991195,109.73300598531664,No ,Adventure ,
player3784,46.0,87.29485788227419,49.85882562172447,3.662490000677143,181.99920245002846,Yxxes,Adventure ,MOBILE
player6356,94.0,33.037297414934486,49.85882562172447,1.2209923455397014,138.413699020906,Yes,battle royale,CONSOLE
PLAYER4654,75.0,33.037297414934486,49.85882562172447,1.2209923455397014,181.99920245002846,Yes,adventure,PxxC
Player9053,50.0,145.5835318013231,49.85882562172447,4.235457242960605,181.99920245002846,Yes,BattlexxRoyale,Console
Playexxr7382,91.0,145.5835318013231,49.85882562172447,6.175320514405847,83.54106612791124,YES,Advexxnture,Console 
player9345,73.0,145.5835318013231,452.4135933142828,6.175320514405847,181.99920245002846,No,adventure,Tabxxlet
PLAYER8074,72.0,170.56836990411193,452.4135933142828,8.102841738677146,181.99920245002846,yes,Adventure ,PxxC1
Player4394 ,23.0,25.336340840194342,452.4135933142828,8.102841738677146,181.99920245002846,Yxxes,Strategy,pc1
Player3673 ,46.0,25.336340840194342,452.4135933142828,8.803033207598183,108.70668872632766,Yxxes,battle royale,Mobile
Player9345,52.0,179.87140695099347,452.4135933142828,8.803033207598183,181.99920245002846,No,Casual,PxxC1
player7586,65.0,119.52425633134526,452.4135933142828,4.5113431692000745,181.99920245002846,Yxxes,Battle royale,mobile
player6475,34.0,119.52425633134526,452.4135933142828,4.5113431692000745,181.99920245002846,Yxxes,BattleRoyale ,Console
Player3637 ,83.0,,,,331.8063707606002,,Battleroyale,Pc1
player6622,92.0,110.50174174625062,452.4135933142828,4.5113431692000745,181.99920245002846,Yes,BattleRoyale ,Console 
Player7413 ,27.0,77.58196816173805,452.4135933142828,4.5113431692000745,281.6938028397737,NO,Straxxtegy,
Player9364,16.0,151.8222070232947,452.4135933142828,4.5113431692000745,181.99920245002846,NO,Strategy ,PC 
Playexxr9345,41.0,,,,181.99920245002846,,CASUAL,Mobile
player4407,41.0,151.8222070232947,452.4135933142828,6.181375826894329,181.99920245002846,No,Strategy,Mobxxile
Playexxr7299,100.0,151.8222070232947,325.58705378451856,6.181375826894329,181.99920245002846,Yxxes,Casual,MOBILE
Player8912,23.0,136.18843549651612,346.7907526919135,6.051897019347947,181.99920245002846,NO,BattlexxRoyale,Pc1
PLAYER8698,98.0,136.18843549651612,346.7907526919135,7.689506424107912,181.99920245002846,yes,BattlexxRoyale,mobile
PLAYER6582,77.0,136.18843549651612,346.7907526919135,7.689506424107912,181.99920245002846,NO,Battle royale,PC
player5697,16.0,77.09098100607059,346.7907526919135,7.689506424107912,181.99920245002846,Yes,battleroyale,
PLAYER7105,49.0,77.09098100607059,327.30380378773725,4.979640963980298,259.6904319060006,yes,casual,pc
Playexxr5394,63.0,77.09098100607059,327.30380378773725,5.027611233409621,78.38951385703253,YES,casual,PxxC
player7299,96.0,98.00404417280414,82.20786915318857,8.263048351666992,181.99920245002846,yes,strategy,PxxC
Player8698 ,46.0,,,,181.99920245002846,,Casual ,mobile
player8940,17.0,,,,181.99920245002846,,Casual ,tablet
player8074,48.0,142.21053515643283,387.7647989144925,8.263048351666992,181.99920245002846,NO,Battle royale,Mobile
Player7586,33.0,121.44833570824008,387.7647989144925,1.666894999089205,181.99920245002846,Yxxes,Battle royale,console
player7059,11.0,119.57731216038502,492.6128375178819,2.034601895601021,181.99920245002846,Yes,Strategy ,Tabxxlet
Player8457,99.0,85.57375773439543,492.6128375178819,2.034601895601021,181.99920245002846,no,adventure,
Playexxr4407,59.0,,,,181.99920245002846,,Strategy,PC1
Playexxr4651,85.0,85.57375773439543,50.68334160959475,2.034601895601021,181.99920245002846,no,Casxxual,Mobile
Player5985 ,1.0,121.91539542050997,50.68334160959475,2.971871213433759,229.92073497026544,no,Battle royale,
Player2397,46.0,154.116964467719,50.68334160959475,2.971871213433759,181.99920245002846,Nxxo,Adventure ,
Playexxr5817,32.0,154.116964467719,50.68334160959475,8.783257373739955,181.99920245002846,Yes ,casual,Tabxxlet
Player1987 ,33.0,154.116964467719,50.68334160959475,4.261746080803207,181.99920245002846,Yes ,Battle Royale,console
Player3943 ,83.0,154.116964467719,50.68334160959475,5.782897416544957,181.99920245002846,no,Strategy,Pc
player5936,50.0,42.92780167361703,50.68334160959475,9.199627266288443,364.86721631971335,No,Strategy,MOBILE
Player7105 ,39.0,42.92780167361703,50.68334160959475,9.199627266288443,181.99920245002846,Yes ,Casual,PC1
Player8624,27.0,42.92780167361703,463.2590168036516,9.199627266288443,181.99920245002846,YES,Strategy ,Mobile
player6443,64.0,42.92780167361703,346.61735112488765,9.199627266288443,181.99920245002846,Nxxo,battleroyale,Tablet
Playexxr1886,19.0,42.92780167361703,346.61735112488765,4.003465454186202,181.99920245002846,YES,BATTLE ROYALE,PC
player3679,44.0,,,,181.99920245002846,,ADVENTURE,PC1 
Player9266 ,4.0,112.9402648231098,346.61735112488765,4.003465454186202,181.99920245002846,no,Casual,PC 
PLAYER8624,100.0,167.14004737050604,346.61735112488765,4.160892177392691,181.99920245002846,Yes ,Battle Royale ,Tablet 
PLAYER5394,58.0,167.14004737050604,465.1546804014,2.4854282156211696,181.99920245002846,No,Adventure ,
Player3007,61.0,79.19144732170739,465.1546804014,2.4854282156211696,181.99920245002846,No,strategy,CONSOLE
Player3003,91.0,79.19144732170739,465.1546804014,6.175320514405847,83.54106612791124,Yes,adventure,Mobxxile
player5394,81.0,79.19144732170739,465.1546804014,2.275487159195926,68.42494700753105,Nxxo,Strategy,PC
Player7152 ,27.0,81.25356850485097,465.1546804014,7.944274416742768,181.99920245002846,Yes,Advexxnture,PxxC
Player1294 ,100.0,167.14004737050604,465.1546804014,4.160892177392691,181.99920245002846,Yxxes,Casxxual,PC 
Player7382,66.0,48.44672058411787,465.1546804014,4.160892177392691,181.99920245002846,No ,battle royale,PC1 
PLAYER6582,88.0,48.44672058411787,465.1546804014,6.569164868688968,181.99920245002846,No ,BATTLE ROYALE,PC1
PLAYER4407,73.0,48.44672058411787,452.4135933142828,6.569164868688968,181.99920245002846,No,STRATEGY,PxxC
Playexxr6475,52.0,179.87140695099347,452.4135933142828,6.569164868688968,181.99920245002846,yes,battle royale,Pc1
Playexxr7320,55.0,84.19828728229781,452.4135933142828,2.087269006275612,181.99920245002846,No,STRATEGY,Console
player5394,81.05101685542087,79.15478111023536,465.2062270942408,2.2813472702893463,68.33434482271714,Nxxo,Strategy,PC
Playexxr7320,46.18731595505318,87.27854700394198,49.764109130165664,5.661737941771908,109.74300003336462,No ,Adventure ,
Player7105 ,38.834618811369936,42.96117093320075,50.705699032635664,9.16765347174366,181.93821227816028,Yes ,Casual,PC1
Playexxr3673,92.02267258828354,30.62953542291517,453.83022158467094,3.395098335428883,427.00282209775935,no,CASUAL,
PLAYER6582,87.9617043960489,48.3221797697321,465.0782676583242,6.6487856200368345,181.87138042498938,No ,BATTLE ROYALE,PC1
Player8912,22.867433802725962,136.14623537614105,346.5981390329623,6.00520982491964,181.86506598248445,NO,BattlexxRoyale,Pc1
Player3673 ,45.96369795193828,25.448299580764854,452.4146181885507,8.719323191000774,108.69053055754895,Yxxes,battle royale,Mobile
Playexxr6410,54.084595855107004,81.2363691836671,492.67352001117337,7.753059453068782,182.12676059546433,Nxxo,casual,MOBILE
player5394,81.18056779192324,79.26061342507431,465.3263404960965,2.2766391452750905,68.53590896602647,Nxxo,Strategy,PC
player7059,11.090234977765805,119.60761574720601,492.56179411249275,1.9302085341425852,182.1666525356035,Yes,Strategy ,Tabxxlet
Player5985 ,0.9246217377176444,121.89511404279101,50.619472821218025,2.9750487421646947,229.84357680765203,no,Battle royale,
player5697,15.940989550712834,77.15771910997664,346.9941586621582,7.676188076242294,181.92446021368073,Yes,battleroyale,
player5697,16.004900521143448,76.99885675613376,346.6635907989891,7.75841463052962,182.01107854580604,Yes,battleroyale,
Player2397,45.85440102067409,154.12214677561013,50.62464180262186,3.015611171969928,181.96678664879335,Nxxo,Adventure ,
PLAYER5394,58.12716906375384,167.14623725407574,465.01466768478286,2.4407870024516876,182.091781886445,No,Adventure ,
Player7152 ,26.931209053997254,81.38887495942996,465.17396549697105,7.946754519504656,182.11129222448386,Yes,Advexxnture,PxxC
PLAYER1294,71.08645172036414,140.5078261839662,262.8538310380095,7.068776981872059,58.91303541413941,Yes ,Strategy,Tabxxlet
Player6122,18.065575613265302,52.60308606537852,228.3207733091754,2.4166718825000104,181.8348370569828,No,Straxxtegy,PxxC
player8698,98.99470714292084,61.03241886357207,418.70564767777773,6.649848716449566,241.22541079183688,no,battleroyale,Tablet 
player3784,45.97889895243132,87.14824233312692,49.50511504850571,3.684504367757938,182.0088008126846,Yxxes,Adventure ,MOBILE
Playexxr7059,41.050006715990655,52.531319217253355,228.43598148586887,3.322678195545292,182.03073735694272,Nxxo,Casual,PxxC1
Player2397,46.1284884294013,153.96070627970235,50.780982861596804,3.051142478297901,182.14240721059892,Nxxo,Adventure ,
PLAYER4407,72.90514870218959,48.15128024559747,452.479986356289,6.526434730191222,182.12704666698252,No,STRATEGY,PxxC
Player6038,43.81315848411149,108.91086647564656,331.68964468309474,3.723297800502377,181.93916281153162,Yxxes,BattlexxRoyale,PC1 
PLAYER8374,22.848281782071755,72.85659922058905,331.6492763860911,2.4869373322336346,395.2523631826087,Yes ,BattleRoyale ,Conxxsole
Playexxr7059,40.94438604994333,52.60252377581423,228.52407627681893,3.460895721294826,182.0262164648763,Nxxo,Casual,PxxC1
player6475,34.06130196184131,119.51830267486376,452.3372192310297,4.393359474642716,181.90038837246152,Yxxes,BattleRoyale ,Console
Player4394 ,23.114483643511285,25.26274286143062,452.46760120864195,8.131651811665254,181.95972764451028,Yxxes,Strategy,pc1
Playexxr6410,53.80089388835716,81.23521519099717,492.9034067097325,8.007639825064233,181.99475260046052,Nxxo,casual,MOBILE
Player3007 ,91.16254948316954,79.32777107842703,331.54966250983347,8.197655036256101,181.89986201436756,Yes,BattleRoyale ,MOBILE
PLAYER7105,48.927087641672564,77.22392733857798,327.33289424218697,5.257720620590887,259.7445394099987,yes,casual,pc
player9345,72.7005825361833,145.7162293897016,452.3135549428287,6.243419522649257,182.09270511704585,No,adventure,Tabxxlet
player8698,99.13699405902645,61.07550925449571,418.8489155065689,6.673055707363031,241.04819020531852,no,battleroyale,Tablet 
PLAYER4407,72.74188846749131,48.25619334760461,452.4729350755877,6.479295558147478,181.98490376053795,No,STRATEGY,PxxC
Playexxr5817,32.10188245013621,154.07517569848878,50.637988748811765,8.840941436754772,181.89918999031926,Yes ,casual,Tabxxlet
Player3673 ,18.884278240842146,110.5080188820227,49.76262681360592,2.3759339305678937,222.91964749107262,No,Adventure,Console 
Player3943 ,83.20331572320818,154.2964446625341,50.62625622458953,5.8090809192725095,182.04621569699498,no,Strategy,Pc
PLAYER8074,72.15815368753404,170.67742384179004,452.4864102865004,8.108297766812793,181.880333143887,yes,Adventure ,PxxC1
Playexxr6918,62.13646293635326,87.23363907053478,331.7711441816001,10.043636816181907,223.4660512860658,Yes ,Adventure,mobile
player5936,50.010367181794166,42.87720330252386,50.691820958418774,9.22255860686069,365.01224293639905,No,Strategy,MOBILE
Player4394 ,22.866524931038047,25.1164185478744,452.47907342270634,8.091245660494828,181.8619008160429,Yxxes,Strategy,pc1
player8940,17.0331975916865,,,,182.05064892709453,,Casual ,tablet
Playexxr3673,91.8868115063568,30.637071340154463,453.81524075214116,3.4501147952595663,426.7995722002693,no,CASUAL,
Player9345,51.8712765723165,179.92745876203801,452.39715276433725,8.764225031167394,182.043847519575,No,Casual,PxxC1
Player9345,51.8492586697255,179.9251917763667,452.4616030970959,8.793560508245926,182.00856742618203,No,Casual,PxxC1
Playexxr7320,98.03788859367144,110.41989796398211,308.5744387745049,2.6379243084038597,182.0644444549045,Yes ,Strategy,PC1 
Player9345,52.11916330194867,179.7144156683967,452.60874411869196,8.818635232983775,182.22944075242793,No,Casual,PxxC1
Player8074 ,47.94389464486573,17.15030919335655,49.90224023167599,9.279868161434734,3.3412870711911786,yes,Battlexx Royale,mobile
PLAYER4407,72.983751462854,48.34673094129598,452.38606793555573,6.416365750470577,182.121853096893,No,STRATEGY,PxxC
PLAYER4654,75.02625009167734,33.02309159206001,49.7077853127148,1.121630668245005,182.19020338047153,Yes,adventure,PxxC
player6475,34.01559616133997,119.53656434970861,452.3631464585968,4.404037229797529,182.0758869788379,Yxxes,BattleRoyale ,Console
Player6122,18.251982128145464,52.55489221869171,228.64913155995842,2.475734277087233,182.1588138873183,No,Straxxtegy,PxxC
Player3007,60.855984112633855,79.36823558908458,464.86886640257876,2.602325990726089,182.05949871768476,No,strategy,CONSOLE
Player8074 ,48.0148195319657,17.074585297490852,49.846072691941245,9.281790692632022,3.187987356617367,yes,Battlexx Royale,mobile
Playexxr1886,91.97623638427523,163.84236339179176,456.56320618121896,2.306826236462117,181.96087127644046,Yes ,Casual,PC 
Playexxr6410,54.08456188451076,81.29124098234887,492.81745637909745,8.067678889626848,181.9223279506573,Nxxo,casual,MOBILE
PLAYER8698,98.05971829682437,135.9661311711946,346.65300375025146,7.8034230440355055,182.03877405093164,yes,BattlexxRoyale,mobile
Player1294,27.970821953214855,72.79172043612829,331.62556245397036,2.491151827415831,32.67715452429204,Yxxes,Casual,
player6918,99.0716881540182,48.24802383233415,492.7207310248356,2.7949680959017154,181.88832515771588,Yes,Battlexx Royale,PxxC
player1987,79.02270162938625,159.99662330651663,228.41638069511694,8.295382036280847,181.9512222431613,No ,Battlexx Royale,PC1
Playexxr5817,31.796753062240242,154.19222706986898,50.57471319134042,8.852089218415793,182.16834477248156,Yes ,casual,Tabxxlet
Player4394 ,23.105389743475428,25.12947622331771,452.5261193547362,8.033693560263009,181.8397511079636,Yxxes,Strategy,pc1
PLAYER2259,97.17221727270272,5.522754447825015,456.4378343585417,6.654072751329996,182.02903424813712,yes,Adventure,Tabxxlet
Playexxr5697,73.02205444653428,163.7313604152861,456.45664141087286,2.1147714281976757,181.98576760764598,Yes,Battle Royale ,PC1
Player1987 ,33.109192514395204,154.07136686136596,50.66518573142162,4.289512634856633,182.025304483006,Yes ,Battle Royale,console
player3784,46.030774830007296,87.28365745275202,50.05755408252432,3.6792641913685027,182.00347769213033,Yxxes,Adventure ,MOBILE
Playexxr7059,41.06245942222209,52.48014719317456,228.38323420711112,3.326656370816592,182.07629188140712,Nxxo,Casual,PxxC1
Player8457,98.90544277963086,85.38704333626667,492.75049824587705,2.0447575776556857,182.03668895068384,no,adventure,
player5936,50.028714004417964,42.90520991149693,50.56265191873969,9.174483251502858,364.8696730349263,No,Strategy,MOBILE
Player4394 ,22.947925118200466,25.35141911661257,452.3752946176764,8.160208353229992,181.97905717460782,Yxxes,Strategy,pc1
Playexxr7299,99.7840717905188,151.75119844230986,325.7223540778854,6.166007680210672,181.93249108327936,Yxxes,Casual,MOBILE
Player9447 ,26.952686560595325,17.227404841216277,331.76049223529714,9.342398150586687,181.9477074636549,Yxxes,Straxxtegy,Pc1
Player6122,72.08165312157521,163.92351839009424,456.47648585128354,1.9493978390594013,332.7257556158025,Yes,Strategy ,Console 
Playexxr7320,98.10084460360471,110.54427396778767,308.5115360193539,2.443309634338444,182.03641948901227,Yes ,Strategy,PC1 
PLAYER5394,93.04947219463891,138.2727175545753,331.4691302047518,6.297710750326008,181.86384979808378,NO,Adventure ,Mobile 
player7299,95.82943345139546,98.02095639770153,82.20377519897835,8.342854540217045,181.7306403133671,yes,strategy,PxxC
player8074,48.06960634385767,142.1605229413984,387.5309575890625,8.28147757240469,182.1218077373952,NO,Battle royale,Mobile
player8074,80.88816070473942,138.21665123969075,331.6421415780863,2.395880533365868,68.47464022913398,No ,Strategy,Pc
PLAYER8457,96.1709722524977,91.09321374859601,49.795514655677025,2.491438690217449,182.02684553281725,Yxxes,Adventure,PxxC1
Player7152 ,27.02939666491111,81.35769917342215,465.0890098442386,7.884648793321241,182.10226481527582,Yes,Advexxnture,PxxC
player1987,79.02227563921086,160.00897316810313,228.5597526148341,8.025068906933933,182.03487588399312,No ,Battlexx Royale,PC1
Playexxr7059,40.911945168159846,52.526371808122164,228.36456127647196,3.553765402563674,181.95205348309594,Nxxo,Casual,PxxC1
player7586,39.00192705345532,163.65850539799825,228.5031251285558,2.337020679659096,178.64429952725573,Nxxo,Casual,Tablet
player6356,94.21402818111343,33.006110649439115,49.86981961345115,1.2886416511852217,138.34666478902363,Yes,battle royale,CONSOLE
Player7382,66.01736669221482,48.47682773050819,465.1526504543369,4.133333687388891,181.87189718302423,No ,battle royale,PC1 
player1987,79.06652755219274,160.01781084584007,228.63231584501668,7.998936668971609,182.03030632839977,No ,Battlexx Royale,PC1
player6356,94.06220349639757,32.97026412921614,49.93399549540178,1.2703121771134054,138.34356871393152,Yes,battle royale,CONSOLE
Player7105 ,38.96688716023931,42.843913167125905,50.747741600443455,9.110125188921838,181.8616541579288,Yes ,Casual,PC1
player7586,64.98696139110187,119.40968910623188,452.2906559442189,4.379557929026048,182.02432419184413,Yxxes,Battle royale,mobile
player6918,99.05838987337378,48.36274431451584,493.03823948871144,2.8909815740678657,182.07920771968617,Yes,Battlexx Royale,PxxC
Player1987 ,32.83215003381287,153.9948940799612,50.449405061101764,4.199117921836775,181.99788218008428,Yes ,Battle Royale,console
Player9447 ,26.927520891202786,17.26564628241187,331.58750863835934,9.490686136787946,181.98376241619857,Yxxes,Straxxtegy,Pc1
Player4828 ,61.02478315396414,79.0201376342183,331.6758961435918,6.1776813136757704,5.332485282215939,Nxxo,Adventure,Mobile
PLAYER6582,76.99167960131757,136.16727042012093,346.79466238439676,7.603809642398088,181.95751624779712,NO,Battle royale,PC
Player9345,52.082872102218765,179.91379756422282,452.2987742550584,8.763473430668544,181.93298786917146,No,Casual,PxxC1
PLAYER5394,57.968620233237,167.01243902474835,465.1514809647084,2.490410565091484,182.06782579341876,No,Adventure ,
PLAYER2259,97.06115986702929,5.435038413280065,456.43796161829465,6.743701608924606,182.10673515535888,yes,Adventure,Tabxxlet
player6443,64.10209149859884,42.91691125820567,346.75680870866114,9.332128831333092,181.88212149048334,Nxxo,battleroyale,Tablet
player2705,10.935776716872496,110.49098582432708,49.78719475052576,2.637797731789206,301.75136976393367,No,battleroyale,PxxC1
Playexxr3673,91.9859363850099,30.723978216906456,453.8767194189125,3.4215733659679373,426.7997313302745,no,CASUAL,
Player8912,23.080926194535557,136.0770301740106,346.7042988760918,5.9355592077839185,181.84481131766032,NO,BattlexxRoyale,Pc1
player7299,95.97290332235694,98.03438798487154,82.24495970060474,8.277236863079791,181.95961432533252,yes,strategy,PxxC
Player5985 ,0.970188327980026,121.89909626011047,50.71009716085821,2.9607655587697805,229.885132786874,no,Battle royale,
Player9345,52.118324187819674,179.91013505683034,452.47483418362475,8.882052107011045,181.97566546014053,No,Casual,PxxC1
PLAYER3824,93.95159219261123,107.71794979878335,331.52665476368446,2.283196765069997,182.01196739310225,No,BATTLE ROYALE,Mobile 
Playexxr4407,58.96924989544515,,,,182.06355526281533,,Strategy,PC1
player8940,17.011543397273567,,,,182.0794906410868,,Casual ,tablet
Playexxr6475,52.15025520803916,180.00930359377085,452.318332238623,6.546827744604709,182.13963191249817,yes,battle royale,Pc1
Player7586,33.10068149098237,121.28939645130704,387.80394468703236,1.5651231357440474,182.06574633976615,Yxxes,Battle royale,console
player3784,45.77662146269376,87.25489126526482,49.9155350355295,3.7911292884652457,182.0650212114411,Yxxes,Adventure ,MOBILE
PLAYER1294,71.0208321438266,140.4993008231772,262.92232961214546,6.89497970610981,59.022354588259134,Yes ,Strategy,Tabxxlet
Player5032 ,47.04510249756629,173.3077531066374,262.78337456320736,6.791563993953551,181.95091007964302,Yes,strategy,tablet
Playexxr5817,32.021292432166454,154.2149872713596,50.849048059527185,8.942204207861131,181.90271247457616,Yes ,casual,Tabxxlet
Player4394 ,23.07277704800693,25.18852911663264,452.55610222669264,8.05886689583629,182.04510108550593,Yxxes,Strategy,pc1
Playexxr6475,52.06667821647747,179.89688324917438,452.5241012935719,6.568199140623161,181.95601366573712,yes,battle royale,Pc1
Playexxr2705,43.00054150320754,118.47742603185047,331.48054647275234,9.901962886461657,181.94880469253755,no,BATTLE ROYALE,
Player4651,17.99645058011595,168.51724156695127,331.62314676943197,3.9381967983850417,182.07461622025227,Yxxes,Adventure,PC1
Playexxr3673,91.98657950387066,30.68888878275378,453.894546015412,3.6170370309809248,426.9333006733842,no,CASUAL,
Player4654,31.997973926076902,59.51211563524518,331.6212913379764,9.601905768462327,185.4032843983135,Yxxes,BATTLEROYALE,CONSOLE
Player3637 ,82.79705609091907,,,,331.83352243222606,,Battleroyale,Pc1
Playexxr5817,32.01835372104038,154.16132529551192,50.64560936884565,8.94205511576812,181.9299435107563,Yes ,casual,Tabxxlet
Playexxr7299,100.11985832530013,151.88395934120777,325.3925275830807,6.28580496444244,181.99062527371018,Yxxes,Casual,MOBILE
Playexxr5697,72.96247664153374,163.88630817410208,456.4222189490073,1.9848482053024339,182.02896445717792,Yes,Battle Royale ,PC1
Player2397,46.09300448077357,154.01854604400626,50.58225076308871,2.748875482747003,181.88803321520467,Nxxo,Adventure ,
Player1889,87.96522026332514,52.52493878205114,228.57086835144764,6.537411398616207,182.11198721504775,Yes,BATTLEROYALE,Tablet
PLAYER4407,72.97086536447127,48.51469194148852,452.39446170036956,6.461595752368677,181.90151565764592,No,STRATEGY,PxxC
Player6122,71.97212944462304,163.724064551811,456.5747240343974,1.888393798761458,332.6974557647797,Yes,Strategy ,Console 
Player2397,46.14802426671758,153.99603043180767,50.79844520824462,2.8891737594167104,182.08725407175135,Nxxo,Adventure ,
player7586,64.94885746502226,119.3918676999061,452.5061716122158,4.649906967899208,181.8241466212698,Yxxes,Battle royale,mobile
player4707,55.102422478870686,,,,181.97086142577777,,Battle Royale ,
player8074,48.0751854474034,142.14640189938257,387.5599179874995,8.09657333680764,181.81123492107614,NO,Battle royale,Mobile
